DATE,LRAC25TTJPM156N
2014-10-01,85.9438567941416
2014-11-01,85.5166802278275
2014-12-01,85.3857113779768
2015-01-01,85.1610273134937
2015-02-01,85.3499285860029
2015-03-01,85.4226214781544
2015-04-01,85.1102941176471
2015-05-01,85.5099121193542
2015-06-01,85.7726066544193
2015-07-01,85.4690374003679
2015-08-01,85.4222040482519
2015-09-01,86.1730415217836
2015-10-01,86.0764669801676
2015-11-01,85.6558215674238
2015-12-01,85.7816021307109
2016-01-01,86.0860655737705
2016-02-01,85.6966960804433
2016-03-01,85.5676452473825
2016-04-01,85.7701007608472
2016-05-01,85.8787255909558
2016-06-01,86.1636513157895
2016-07-01,86.2813656931304
2016-08-01,86.2934760238732
2016-09-01,86.4469618949536
2016-10-01,86.3318237958008
2016-11-01,86.5321252059308
2016-12-01,86.559472273758
2017-01-01,86.2680412371134
2017-02-01,86.0916219562526
2017-03-01,86.1007847996696
2017-04-01,86.287487073423
2017-05-01,86.6597724922441
2017-06-01,86.7397600330989
2017-07-01,86.6625310173697
2017-08-01,86.6514900662252
2017-09-01,86.9439271673909
2017-10-01,87.1609028784427
2017-11-01,87.3032311516156
2017-12-01,87.0305042539946
2018-01-01,86.806565551631
2018-02-01,87.0840266222962
2018-03-01,87.40632805995
2018-04-01,87.5208333333333
2018-05-01,87.3098562200458
2018-06-01,87.278784093275
2018-07-01,87.4478732276897
2018-08-01,87.4973909413484
2018-09-01,87.880684188569
2018-10-01,87.919883162946
2018-11-01,87.7870563674322
2018-12-01,87.5758209579586
2019-01-01,87.3587275010464
2019-02-01,87.8222594843848
2019-03-01,88.0847493182295
2019-04-01,87.6942461150777
2019-05-01,87.7623845507976
2019-06-01,87.9907621247113
2019-07-01,87.951301427372
2019-08-01,88.1537492123504
2019-09-01,88.4518300378628
2019-10-01,88.4542586750789
2019-11-01,88.117770767613
2019-12-01,88.177028451001
2020-01-01,87.9401222854734
2020-02-01,88.0826829782746
2020-03-01,88.2576557550158
2020-04-01,87.5158696572154
2020-05-01,87.5608208165856
2020-06-01,87.5581887431232
2020-07-01,87.3543740732896
2020-08-01,87.746449014204
2020-09-01,88.0321965685236
2020-10-01,88.5173501577287
2020-11-01,88.6712992208886
2020-12-01,88.4737175427486
2021-01-01,88.2328131590046
2021-02-01,88.2514237502636
2021-03-01,88.2675669972568
2021-04-01,88.5605740818911
2021-05-01,88.4372367312553
2021-06-01,88.4015183466892
2021-07-01,88.5913116828342
2021-08-01,88.7763713080169
2021-09-01,88.8724662162162
2021-10-01,88.7198986058302
2021-11-01,88.2974228981834
2021-12-01,88.1868131868132
2022-01-01,88.0947346161979
2022-02-01,88.2415254237288
2022-03-01,88.7921884950117
2022-04-01,89.1702127659574
2022-05-01,88.9409759215853
2022-06-01,89.0288153681964
2022-07-01,89.1118701964133
2022-08-01,89.0598290598291
2022-09-01,89.2712117973926
